2025-06-28 19:52:35,-127.0,31.6,49.5,114
2025-06-28 19:52:46,-127.0,31.6,50.1,113
2025-06-28 19:52:57,-127.0,31.6,50.2,114
2025-06-28 19:53:08,-127.0,31.6,50.2,113
2025-06-28 19:53:19,-127.0,31.6,50.3,113
2025-06-28 19:53:30,-127.0,31.7,50.3,110
2025-06-28 19:53:41,-127.0,31.7,50.3,111
2025-06-28 19:53:52,-127.0,31.7,50.4,108
2025-06-28 19:54:03,-127.0,31.7,50.0,108
2025-06-28 19:54:14,-127.0,31.7,50.1,108
2025-06-28 19:54:25,-127.0,31.7,50.1,103
2025-06-28 19:54:36,-127.0,31.7,50.3,93
2025-06-28 19:54:47,-127.0,31.7,50.4,95
2025-06-28 19:54:59,-127.0,31.7,50.0,95
2025-06-28 19:55:10,-127.0,31.7,50.0,92
2025-06-28 19:55:21,-127.0,31.7,50.2,91
2025-06-28 19:55:32,-127.0,31.6,50.2,90
2025-06-28 19:55:43,-127.0,31.6,50.2,88
2025-06-28 19:55:54,-127.0,31.6,50.2,87
2025-06-28 19:56:05,-127.0,31.5,50.1,86
2025-06-28 19:56:16,-127.0,31.5,50.3,85
2025-06-28 19:56:27,-127.0,31.4,50.3,85
2025-06-28 19:56:38,-127.0,31.3,50.3,81
2025-06-28 19:56:49,-127.0,31.3,50.3,80
2025-06-28 19:57:00,-127.0,31.2,50.4,80
2025-06-28 19:57:11,-127.0,31.2,50.5,82
2025-06-28 19:57:22,-127.0,31.1,50.5,78
2025-06-28 19:57:33,-127.0,31.1,50.5,78
2025-06-28 19:57:44,-127.0,31.0,50.6,74
2025-06-28 19:57:55,-127.0,31.0,50.7,73
2025-06-28 19:58:06,-127.0,30.9,50.7,74
2025-06-28 19:58:17,-127.0,30.9,50.8,74
2025-06-28 19:58:28,-127.0,30.9,50.8,77
2025-06-28 19:58:39,-127.0,30.8,50.7,69
2025-06-28 19:58:50,-127.0,30.8,50.7,70
2025-06-28 19:59:01,-127.0,30.7,50.7,68
2025-06-28 19:59:12,-127.0,30.7,50.8,68
2025-06-28 19:59:23,-127.0,30.6,50.8,67
2025-06-28 19:59:34,-127.0,30.6,50.8,69
2025-06-28 19:59:45,-127.0,30.6,50.9,68
2025-06-28 19:59:56,-127.0,30.5,50.9,67
2025-06-28 20:00:07,-127.0,30.5,51.0,65
